epoch,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,train_precision_epoch,train_precision_step,val_acc,val_loss
0,9,,,,0.421875,,2.0043725967407227,,0.421875,,
0,19,,,,0.59375,,1.2155141830444336,,0.59375,,
0,29,,,,0.65625,,1.0010409355163574,,0.65625,,
0,39,,,,0.703125,,0.7829581499099731,,0.703125,,
0,49,,,,0.828125,,0.6996399164199829,,0.828125,,
0,59,,,,0.8125,,0.5529093742370605,,0.8125,,
0,69,,,,0.8125,,0.5821285843849182,,0.8125,,
0,79,,,,0.921875,,0.3343982696533203,,0.921875,,
0,89,,,,0.796875,,0.6776660084724426,,0.796875,,
0,99,,,,0.828125,,0.6997482180595398,,0.828125,,
0,109,,,,0.875,,0.4695133566856384,,0.875,,
0,119,,,,0.84375,,0.5817765593528748,,0.84375,,
0,129,,,,0.890625,,0.43181392550468445,,0.890625,,
0,139,,,,0.921875,,0.23174095153808594,,0.921875,,
0,149,,,,0.875,,0.3861745595932007,,0.875,,
0,159,,,,0.953125,,0.24156554043293,,0.953125,,
0,169,,,,0.890625,,0.3043076992034912,,0.890625,,
0,179,,,,0.890625,,0.32070720195770264,,0.890625,,
0,189,,,,0.90625,,0.2437078058719635,,0.90625,,
0,199,,,,0.828125,,0.5058600902557373,,0.828125,,
0,209,,,,0.84375,,0.5159516334533691,,0.84375,,
0,219,,,,0.90625,,0.2925530672073364,,0.90625,,
0,229,,,,0.84375,,0.3614934980869293,,0.84375,,
0,239,,,,0.890625,,0.36943161487579346,,0.890625,,
0,249,,,,0.921875,,0.2305598258972168,,0.921875,,
0,259,,,,0.984375,,0.1015944853425026,,0.984375,,
0,269,,,,0.9375,,0.1878419667482376,,0.9375,,
0,279,,,,0.765625,,0.6175917387008667,,0.765625,,
0,289,,,,0.90625,,0.2050056755542755,,0.90625,,
0,299,,,,0.875,,0.4366737902164459,,0.875,,
0,309,,,,0.875,,0.2813735008239746,,0.875,,
0,319,,,,0.875,,0.38457950949668884,,0.875,,
0,329,,,,0.875,,0.3604041039943695,,0.875,,
0,339,,,,0.9375,,0.2871021628379822,,0.9375,,
0,349,,,,0.859375,,0.32334524393081665,,0.859375,,
0,359,,,,0.875,,0.45072218775749207,,0.875,,
0,369,,,,0.90625,,0.30791929364204407,,0.90625,,
0,379,,,,0.9375,,0.11756496876478195,,0.9375,,
0,389,,,,0.890625,,0.2578635811805725,,0.890625,,
0,399,,,,0.890625,,0.2660364806652069,,0.890625,,
0,409,,,,0.90625,,0.2509901225566864,,0.90625,,
0,419,,,,0.875,,0.4110666811466217,,0.875,,
0,429,,,,0.875,,0.26854488253593445,,0.875,,
0,439,,,,0.875,,0.38354527950286865,,0.875,,
0,449,,,,0.953125,,0.18457667529582977,,0.953125,,
0,459,,,,0.921875,,0.22242513298988342,,0.921875,,
0,469,,,,0.96875,,0.08556108921766281,,0.96875,,
0,479,,,,1.0,,0.07775697112083435,,1.0,,
0,489,,,,0.953125,,0.14241433143615723,,0.953125,,
0,499,,,,0.90625,,0.32733821868896484,,0.90625,,
0,509,,,,0.921875,,0.28743332624435425,,0.921875,,
0,519,,,,0.921875,,0.25323861837387085,,0.921875,,
0,529,,,,0.90625,,0.2325330376625061,,0.90625,,
0,539,,,,0.90625,,0.3661128878593445,,0.90625,,
0,549,,,,0.921875,,0.27357304096221924,,0.921875,,
0,559,,,,0.90625,,0.2956288456916809,,0.90625,,
0,569,,,,0.90625,,0.22812770307064056,,0.90625,,
0,579,,,,0.96875,,0.15097643435001373,,0.96875,,
0,589,,,,0.953125,,0.2400396466255188,,0.953125,,
0,599,,,,0.921875,,0.25139498710632324,,0.921875,,
0,609,,,,0.953125,,0.15054647624492645,,0.953125,,
0,619,,,,0.921875,,0.18468938767910004,,0.921875,,
0,629,,,,0.875,,0.31651267409324646,,0.875,,
0,639,,,,0.921875,,0.32083529233932495,,0.921875,,
0,649,,,,1.0,,0.05077173933386803,,1.0,,
0,659,,,,0.9375,,0.25563156604766846,,0.9375,,
0,669,,,,1.0,,0.09080668538808823,,1.0,,
0,679,,,,0.984375,,0.11119236797094345,,0.984375,,
0,689,,,,0.9375,,0.2807371914386749,,0.9375,,
0,699,,,,1.0,,0.07866398990154266,,1.0,,
0,709,,,,0.859375,,0.39038029313087463,,0.859375,,
0,719,,,,0.953125,,0.1347176879644394,,0.953125,,
0,729,,,,0.953125,,0.15837688744068146,,0.953125,,
0,739,,,,0.921875,,0.28496283292770386,,0.921875,,
0,749,,,,0.953125,,0.18258324265480042,,0.953125,,
0,759,,,,0.9375,,0.25149139761924744,,0.9375,,
0,769,,,,0.9375,,0.20850501954555511,,0.9375,,
0,779,,,,0.96875,,0.11089035868644714,,0.96875,,
0,789,,,,0.984375,,0.038390155881643295,,0.984375,,
0,799,,,,0.984375,,0.04010448232293129,,0.984375,,
0,809,,,,0.953125,,0.12932142615318298,,0.953125,,
0,819,,,,0.9375,,0.2548774480819702,,0.9375,,
0,829,,,,0.953125,,0.10899538546800613,,0.953125,,
0,839,,,,0.921875,,0.2617666721343994,,0.921875,,
0,849,,,,0.953125,,0.19582660496234894,,0.953125,,
0,859,,,,0.90625,,0.3140530288219452,,0.90625,,
0,869,,,,0.96875,,0.12172172218561172,,0.96875,,
0,879,,,,0.9375,,0.22120819985866547,,0.9375,,
0,889,,,,0.984375,,0.065831258893013,,0.984375,,
0,899,,,,0.921875,,0.17184673249721527,,0.921875,,
0,909,,,,0.9375,,0.2170834243297577,,0.9375,,
0,919,,,,0.953125,,0.09542281180620193,,0.953125,,
0,929,,,,0.921875,,0.2992616891860962,,0.921875,,
0,937,,,,,,,,,0.9531000256538391,0.14806614816188812
0,937,,,0.8915333151817322,,0.33990806341171265,,0.8915333151817322,,,
1,939,,,,0.96875,,0.05618148297071457,,0.96875,,
1,949,,,,0.921875,,0.2149944007396698,,0.921875,,
1,959,,,,0.984375,,0.06291995942592621,,0.984375,,
1,969,,,,0.921875,,0.19091637432575226,,0.921875,,
1,979,,,,0.984375,,0.08177079260349274,,0.984375,,
1,989,,,,0.921875,,0.2665714621543884,,0.921875,,
1,999,,,,0.96875,,0.06934154778718948,,0.96875,,
1,1009,,,,0.953125,,0.098818838596344,,0.953125,,
1,1019,,,,0.90625,,0.19462287425994873,,0.90625,,
1,1029,,,,0.921875,,0.2923694849014282,,0.921875,,
1,1039,,,,0.984375,,0.12037309259176254,,0.984375,,
1,1049,,,,0.90625,,0.24106436967849731,,0.90625,,
1,1059,,,,0.953125,,0.1501634418964386,,0.953125,,
1,1069,,,,0.96875,,0.07657772302627563,,0.96875,,
1,1079,,,,0.953125,,0.10703344643115997,,0.953125,,
1,1089,,,,0.984375,,0.06103824824094772,,0.984375,,
1,1099,,,,0.96875,,0.15268807113170624,,0.96875,,
1,1109,,,,0.96875,,0.06114427000284195,,0.96875,,
1,1119,,,,0.953125,,0.23592057824134827,,0.953125,,
1,1129,,,,0.96875,,0.1333404779434204,,0.96875,,
1,1139,,,,0.96875,,0.13530395925045013,,0.96875,,
1,1149,,,,0.90625,,0.15864872932434082,,0.90625,,
1,1159,,,,0.953125,,0.12959358096122742,,0.953125,,
1,1169,,,,0.953125,,0.18398143351078033,,0.953125,,
1,1179,,,,0.96875,,0.11476951092481613,,0.96875,,
1,1189,,,,0.9375,,0.2818602919578552,,0.9375,,
1,1199,,,,0.96875,,0.06854385137557983,,0.96875,,
1,1209,,,,0.953125,,0.12296982854604721,,0.953125,,
1,1219,,,,0.9375,,0.11330560594797134,,0.9375,,
1,1229,,,,1.0,,0.035948801785707474,,1.0,,
1,1239,,,,0.96875,,0.11060770601034164,,0.96875,,
1,1249,,,,0.96875,,0.2862487733364105,,0.96875,,
1,1259,,,,0.9375,,0.24289408326148987,,0.9375,,
1,1269,,,,0.984375,,0.05841927230358124,,0.984375,,
1,1279,,,,0.984375,,0.05601591244339943,,0.984375,,
1,1289,,,,0.984375,,0.054864369332790375,,0.984375,,
1,1299,,,,0.96875,,0.06567864120006561,,0.96875,,
1,1309,,,,0.921875,,0.1934640258550644,,0.921875,,
1,1319,,,,0.984375,,0.053045354783535004,,0.984375,,
1,1329,,,,0.9375,,0.27265188097953796,,0.9375,,
1,1339,,,,0.984375,,0.07496833056211472,,0.984375,,
1,1349,,,,0.90625,,0.25668853521347046,,0.90625,,
1,1359,,,,0.953125,,0.11408928036689758,,0.953125,,
1,1369,,,,0.96875,,0.12546582520008087,,0.96875,,
1,1379,,,,0.953125,,0.0982091873884201,,0.953125,,
1,1389,,,,1.0,,0.027571821585297585,,1.0,,
1,1399,,,,0.96875,,0.13397537171840668,,0.96875,,
